freq,indic_is,unit,geo\TIME_PERIOD	2025 
A,I_DSK2_DCC_B,PC_IND,TR8	20.86 
A,I_DSK2_DCC_B,PC_IND,TR9	20.10 
A,I_DSK2_DCC_B,PC_IND,TRA	16.80 
A,I_DSK2_DCC_B,PC_IND,TRB	18.60 
A,I_DSK2_DCC_B,PC_IND,TRC	19.38 
A,I_DSK2_DCC_B,PC_IND,XK	70.48 
A,I_DSK2_DCC_B,PC_IND_IU3,AL	23.79 
A,I_DSK2_DCC_B,PC_IND_IU3,AT	34.85 b
A,I_DSK2_DCC_B,PC_IND_IU3,AT1	33.44 
A,I_DSK2_DCC_B,PC_IND_IU3,AT2	37.62 
A,I_DSK2_DCC_B,PC_IND_IU3,AT3	35.11 
A,I_DSK2_DCC_B,PC_IND_IU3,BA	28.77 
A,I_DSK2_DCC_B,PC_IND_IU3,BE	24.01 
A,I_DSK2_DCC_B,PC_IND_IU3,BE1	22.60 
A,I_DSK2_DCC_B,PC_IND_IU3,BE2	24.68 
A,I_DSK2_DCC_B,PC_IND_IU3,BE3	23.23 
A,I_DSK2_DCC_B,PC_IND_IU3,BG	28.10 
A,I_DSK2_DCC_B,PC_IND_IU3,BG3	27.64 
A,I_DSK2_DCC_B,PC_IND_IU3,BG4	28.51 
A,I_DSK2_DCC_B,PC_IND_IU3,CH	24.23 
A,I_DSK2_DCC_B,PC_IND_IU3,CY	27.54 
A,I_DSK2_DCC_B,PC_IND_IU3,CZ	25.99 
A,I_DSK2_DCC_B,PC_IND_IU3,DE	28.24 
A,I_DSK2_DCC_B,PC_IND_IU3,DE1	29.14 
A,I_DSK2_DCC_B,PC_IND_IU3,DE2	20.74 
A,I_DSK2_DCC_B,PC_IND_IU3,DE3	23.14 
A,I_DSK2_DCC_B,PC_IND_IU3,DE4	33.23 
A,I_DSK2_DCC_B,PC_IND_IU3,DE6	22.35 
A,I_DSK2_DCC_B,PC_IND_IU3,DE7	29.83 
A,I_DSK2_DCC_B,PC_IND_IU3,DE8	25.10 
A,I_DSK2_DCC_B,PC_IND_IU3,DE9	32.39 
A,I_DSK2_DCC_B,PC_IND_IU3,DEA	30.98 
A,I_DSK2_DCC_B,PC_IND_IU3,DED	27.34 
A,I_DSK2_DCC_B,PC_IND_IU3,DEE	25.49 
A,I_DSK2_DCC_B,PC_IND_IU3,DEF	30.27 
A,I_DSK2_DCC_B,PC_IND_IU3,DK	18.98 
A,I_DSK2_DCC_B,PC_IND_IU3,EE	19.65 
A,I_DSK2_DCC_B,PC_IND_IU3,EL	16.11 
A,I_DSK2_DCC_B,PC_IND_IU3,EL3	10.81 
A,I_DSK2_DCC_B,PC_IND_IU3,EL4	23.71 
A,I_DSK2_DCC_B,PC_IND_IU3,EL5	20.62 
A,I_DSK2_DCC_B,PC_IND_IU3,EL6	16.21 
A,I_DSK2_DCC_B,PC_IND_IU3,ES	24.00 
A,I_DSK2_DCC_B,PC_IND_IU3,ES1	23.96 
A,I_DSK2_DCC_B,PC_IND_IU3,ES2	24.31 
A,I_DSK2_DCC_B,PC_IND_IU3,ES3	22.16 
A,I_DSK2_DCC_B,PC_IND_IU3,ES4	23.49 
A,I_DSK2_DCC_B,PC_IND_IU3,ES5	23.45 
A,I_DSK2_DCC_B,PC_IND_IU3,ES6	25.66 
A,I_DSK2_DCC_B,PC_IND_IU3,ES7	26.57 
A,I_DSK2_DCC_B,PC_IND_IU3,FI	20.51 
A,I_DSK2_DCC_B,PC_IND_IU3,FR	21.93 
A,I_DSK2_DCC_B,PC_IND_IU3,FR1	19.00 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRB	22.68 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRC	27.43 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRD	24.65 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRE	23.30 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRF	23.96 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRG	19.65 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRH	22.12 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRI	22.10 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRJ	23.82 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRK	21.63 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRL	21.46 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRM	19.54 u
A,I_DSK2_DCC_B,PC_IND_IU3,FRY	19.00 u
A,I_DSK2_DCC_B,PC_IND_IU3,HR	45.87 
A,I_DSK2_DCC_B,PC_IND_IU3,HU	17.03 
A,I_DSK2_DCC_B,PC_IND_IU3,HU1	15.04 
A,I_DSK2_DCC_B,PC_IND_IU3,HU2	19.12 
A,I_DSK2_DCC_B,PC_IND_IU3,HU3	17.10 
A,I_DSK2_DCC_B,PC_IND_IU3,IE	17.06 
A,I_DSK2_DCC_B,PC_IND_IU3,IT	21.38 
A,I_DSK2_DCC_B,PC_IND_IU3,ITC	21.08 
A,I_DSK2_DCC_B,PC_IND_IU3,ITF	21.52 
A,I_DSK2_DCC_B,PC_IND_IU3,ITG	23.94 
A,I_DSK2_DCC_B,PC_IND_IU3,ITH	20.71 
A,I_DSK2_DCC_B,PC_IND_IU3,ITI	21.01 
A,I_DSK2_DCC_B,PC_IND_IU3,LT	22.65 
A,I_DSK2_DCC_B,PC_IND_IU3,LU	25.49 
A,I_DSK2_DCC_B,PC_IND_IU3,LV	27.78 
A,I_DSK2_DCC_B,PC_IND_IU3,ME	37.37 
A,I_DSK2_DCC_B,PC_IND_IU3,MK	22.13 
A,I_DSK2_DCC_B,PC_IND_IU3,MT	17.51 
A,I_DSK2_DCC_B,PC_IND_IU3,NL	19.62 
A,I_DSK2_DCC_B,PC_IND_IU3,NL1	22.64 
A,I_DSK2_DCC_B,PC_IND_IU3,NL2	21.95 
A,I_DSK2_DCC_B,PC_IND_IU3,NL3	17.90 
A,I_DSK2_DCC_B,PC_IND_IU3,NL4	19.86 
A,I_DSK2_DCC_B,PC_IND_IU3,NO	18.09 
A,I_DSK2_DCC_B,PC_IND_IU3,PL	24.83 
A,I_DSK2_DCC_B,PC_IND_IU3,PL2	22.75 
A,I_DSK2_DCC_B,PC_IND_IU3,PL4	26.59 
A,I_DSK2_DCC_B,PC_IND_IU3,PL5	25.48 
A,I_DSK2_DCC_B,PC_IND_IU3,PL6	23.81 
A,I_DSK2_DCC_B,PC_IND_IU3,PL7	30.55 
A,I_DSK2_DCC_B,PC_IND_IU3,PL8	26.15 
A,I_DSK2_DCC_B,PC_IND_IU3,PL9	21.89 
A,I_DSK2_DCC_B,PC_IND_IU3,PT	19.80 
A,I_DSK2_DCC_B,PC_IND_IU3,PT1	19.58 
A,I_DSK2_DCC_B,PC_IND_IU3,PT2	28.73 
A,I_DSK2_DCC_B,PC_IND_IU3,PT3	19.77 
A,I_DSK2_DCC_B,PC_IND_IU3,RO	19.84 
A,I_DSK2_DCC_B,PC_IND_IU3,RO1	17.02 
A,I_DSK2_DCC_B,PC_IND_IU3,RO2	20.62 
A,I_DSK2_DCC_B,PC_IND_IU3,RO3	21.47 
A,I_DSK2_DCC_B,PC_IND_IU3,RO4	20.16 
A,I_DSK2_DCC_B,PC_IND_IU3,RS	27.62 
A,I_DSK2_DCC_B,PC_IND_IU3,RS1	24.27 
A,I_DSK2_DCC_B,PC_IND_IU3,RS2	31.35 
A,I_DSK2_DCC_B,PC_IND_IU3,SE	23.38 
A,I_DSK2_DCC_B,PC_IND_IU3,SE1	21.54 
A,I_DSK2_DCC_B,PC_IND_IU3,SE2	24.43 
A,I_DSK2_DCC_B,PC_IND_IU3,SE3	25.19 
A,I_DSK2_DCC_B,PC_IND_IU3,SI	23.63 
A,I_DSK2_DCC_B,PC_IND_IU3,SK	28.66 
A,I_DSK2_DCC_B,PC_IND_IU3,TR	24.34 
A,I_DSK2_DCC_B,PC_IND_IU3,TR1	25.23 
A,I_DSK2_DCC_B,PC_IND_IU3,TR2	19.57 
A,I_DSK2_DCC_B,PC_IND_IU3,TR3	23.60 
A,I_DSK2_DCC_B,PC_IND_IU3,TR4	29.38 
A,I_DSK2_DCC_B,PC_IND_IU3,TR5	32.05 
A,I_DSK2_DCC_B,PC_IND_IU3,TR6	19.90 
A,I_DSK2_DCC_B,PC_IND_IU3,TR7	18.11 
A,I_DSK2_DCC_B,PC_IND_IU3,TR8	24.01 
A,I_DSK2_DCC_B,PC_IND_IU3,TR9	23.69 
A,I_DSK2_DCC_B,PC_IND_IU3,TRA	19.95 
A,I_DSK2_DCC_B,PC_IND_IU3,TRB	23.65 
A,I_DSK2_DCC_B,PC_IND_IU3,TRC	22.37 
A,I_DSK2_DCC_B,PC_IND_IU3,XK	71.57 
A,I_DSK2_DCC_BAB,PC_IND,AL	51.55 
A,I_DSK2_DCC_BAB,PC_IND,AT	87.46 b
A,I_DSK2_DCC_BAB,PC_IND,AT1	88.42 
A,I_DSK2_DCC_BAB,PC_IND,AT2	85.88 
A,I_DSK2_DCC_BAB,PC_IND,AT3	87.16 
A,I_DSK2_DCC_BAB,PC_IND,BA	55.95 
A,I_DSK2_DCC_BAB,PC_IND,BE	75.10 
A,I_DSK2_DCC_BAB,PC_IND,BE1	77.64 
A,I_DSK2_DCC_BAB,PC_IND,BE2	76.22 
A,I_DSK2_DCC_BAB,PC_IND,BE3	72.19 
A,I_DSK2_DCC_BAB,PC_IND,BG	53.70 
A,I_DSK2_DCC_BAB,PC_IND,BG3	51.13 
A,I_DSK2_DCC_BAB,PC_IND,BG4	56.07 
A,I_DSK2_DCC_BAB,PC_IND,CH	85.07 
A,I_DSK2_DCC_BAB,PC_IND,CY	69.19 
A,I_DSK2_DCC_BAB,PC_IND,CZ	73.83 
A,I_DSK2_DCC_BAB,PC_IND,DE	73.01 
A,I_DSK2_DCC_BAB,PC_IND,DE1	80.66 
A,I_DSK2_DCC_BAB,PC_IND,DE2	59.87 
A,I_DSK2_DCC_BAB,PC_IND,DE3	77.94 
A,I_DSK2_DCC_BAB,PC_IND,DE4	74.96 
A,I_DSK2_DCC_BAB,PC_IND,DE6	77.76 
A,I_DSK2_DCC_BAB,PC_IND,DE7	70.19 
A,I_DSK2_DCC_BAB,PC_IND,DE8	56.70 
A,I_DSK2_DCC_BAB,PC_IND,DE9	81.19 
A,I_DSK2_DCC_BAB,PC_IND,DEA	78.22 
A,I_DSK2_DCC_BAB,PC_IND,DED	72.03 
A,I_DSK2_DCC_BAB,PC_IND,DEE	50.86 
A,I_DSK2_DCC_BAB,PC_IND,DEF	77.46 
A,I_DSK2_DCC_BAB,PC_IND,DK	86.70 
A,I_DSK2_DCC_BAB,PC_IND,EE	70.01 
A,I_DSK2_DCC_BAB,PC_IND,EL	59.27 
A,I_DSK2_DCC_BAB,PC_IND,EL3	54.14 
A,I_DSK2_DCC_BAB,PC_IND,EL4	67.78 
A,I_DSK2_DCC_BAB,PC_IND,EL5	69.91 
A,I_DSK2_DCC_BAB,PC_IND,EL6	50.94 
A,I_DSK2_DCC_BAB,PC_IND,ES	74.13 
A,I_DSK2_DCC_BAB,PC_IND,ES1	69.80 
A,I_DSK2_DCC_BAB,PC_IND,ES2	74.74 
A,I_DSK2_DCC_BAB,PC_IND,ES3	79.93 
A,I_DSK2_DCC_BAB,PC_IND,ES4	70.07 
A,I_DSK2_DCC_BAB,PC_IND,ES5	76.27 
A,I_DSK2_DCC_BAB,PC_IND,ES6	71.07 
A,I_DSK2_DCC_BAB,PC_IND,ES7	72.61 
A,I_DSK2_DCC_BAB,PC_IND,FI	83.47 
A,I_DSK2_DCC_BAB,PC_IND,FR	76.67 
A,I_DSK2_DCC_BAB,PC_IND,FR1	81.41 u
A,I_DSK2_DCC_BAB,PC_IND,FRB	74.23 u
A,I_DSK2_DCC_BAB,PC_IND,FRC	70.67 u
A,I_DSK2_DCC_BAB,PC_IND,FRD	75.58 u
A,I_DSK2_DCC_BAB,PC_IND,FRE	71.47 u
A,I_DSK2_DCC_BAB,PC_IND,FRF	74.43 u
A,I_DSK2_DCC_BAB,PC_IND,FRG	78.22 u
A,I_DSK2_DCC_BAB,PC_IND,FRH	76.87 u
A,I_DSK2_DCC_BAB,PC_IND,FRI	76.90 u
A,I_DSK2_DCC_BAB,PC_IND,FRJ	76.98 u
A,I_DSK2_DCC_BAB,PC_IND,FRK	79.68 u
A,I_DSK2_DCC_BAB,PC_IND,FRL	77.47 u
A,I_DSK2_DCC_BAB,PC_IND,FRM	74.46 u
A,I_DSK2_DCC_BAB,PC_IND,FRY	61.40 u
A,I_DSK2_DCC_BAB,PC_IND,HR	79.56 
A,I_DSK2_DCC_BAB,PC_IND,HU	62.31 
A,I_DSK2_DCC_BAB,PC_IND,HU1	74.41 
A,I_DSK2_DCC_BAB,PC_IND,HU2	57.51 
A,I_DSK2_DCC_BAB,PC_IND,HU3	55.92 
A,I_DSK2_DCC_BAB,PC_IND,IE	90.31 
A,I_DSK2_DCC_BAB,PC_IND,IT	62.63 
A,I_DSK2_DCC_BAB,PC_IND,ITC	68.49 
A,I_DSK2_DCC_BAB,PC_IND,ITF	52.81 
A,I_DSK2_DCC_BAB,PC_IND,ITG	55.70 
A,I_DSK2_DCC_BAB,PC_IND,ITH	67.21 
A,I_DSK2_DCC_BAB,PC_IND,ITI	65.28 
A,I_DSK2_DCC_BAB,PC_IND,LT	63.07 
A,I_DSK2_DCC_BAB,PC_IND,LU	78.09 
A,I_DSK2_DCC_BAB,PC_IND,LV	63.50 
A,I_DSK2_DCC_BAB,PC_IND,ME	90.52 
A,I_DSK2_DCC_BAB,PC_IND,MK	33.89 
A,I_DSK2_DCC_BAB,PC_IND,MT	72.77 
A,I_DSK2_DCC_BAB,PC_IND,NL	87.96 
A,I_DSK2_DCC_BAB,PC_IND,NL1	85.62 
A,I_DSK2_DCC_BAB,PC_IND,NL2	88.68 
A,I_DSK2_DCC_BAB,PC_IND,NL3	89.26 
A,I_DSK2_DCC_BAB,PC_IND,NL4	85.35 
A,I_DSK2_DCC_BAB,PC_IND,NO	85.41 
A,I_DSK2_DCC_BAB,PC_IND,PL	62.07 
A,I_DSK2_DCC_BAB,PC_IND,PL2	63.46 
A,I_DSK2_DCC_BAB,PC_IND,PL4	64.17 
A,I_DSK2_DCC_BAB,PC_IND,PL5	68.81 
A,I_DSK2_DCC_BAB,PC_IND,PL6	57.60 
A,I_DSK2_DCC_BAB,PC_IND,PL7	57.62 
A,I_DSK2_DCC_BAB,PC_IND,PL8	54.16 
A,I_DSK2_DCC_BAB,PC_IND,PL9	69.62 
A,I_DSK2_DCC_BAB,PC_IND,PT	65.34 
A,I_DSK2_DCC_BAB,PC_IND,PT1	65.78 
A,I_DSK2_DCC_BAB,PC_IND,PT2	60.30 
A,I_DSK2_DCC_BAB,PC_IND,PT3	53.43 
A,I_DSK2_DCC_BAB,PC_IND,RO	42.31 
A,I_DSK2_DCC_BAB,PC_IND,RO1	39.81 
A,I_DSK2_DCC_BAB,PC_IND,RO2	39.95 
A,I_DSK2_DCC_BAB,PC_IND,RO3	49.39 
A,I_DSK2_DCC_BAB,PC_IND,RO4	39.03 
A,I_DSK2_DCC_BAB,PC_IND,RS	69.89 
A,I_DSK2_DCC_BAB,PC_IND,RS1	73.51 
A,I_DSK2_DCC_BAB,PC_IND,RS2	66.02 
A,I_DSK2_DCC_BAB,PC_IND,SE	79.52 
A,I_DSK2_DCC_BAB,PC_IND,SE1	80.53 
A,I_DSK2_DCC_BAB,PC_IND,SE2	79.16 
A,I_DSK2_DCC_BAB,PC_IND,SE3	78.00 
A,I_DSK2_DCC_BAB,PC_IND,SI	63.46 
A,I_DSK2_DCC_BAB,PC_IND,SK	65.29 
A,I_DSK2_DCC_BAB,PC_IND,TR	39.06 
A,I_DSK2_DCC_BAB,PC_IND,TR1	50.45 
A,I_DSK2_DCC_BAB,PC_IND,TR2	30.69 
A,I_DSK2_DCC_BAB,PC_IND,TR3	37.45 
A,I_DSK2_DCC_BAB,PC_IND,TR4	52.37 
A,I_DSK2_DCC_BAB,PC_IND,TR5	49.37 
A,I_DSK2_DCC_BAB,PC_IND,TR6	30.68 
A,I_DSK2_DCC_BAB,PC_IND,TR7	27.70 
A,I_DSK2_DCC_BAB,PC_IND,TR8	35.15 
A,I_DSK2_DCC_BAB,PC_IND,TR9	32.29 
A,I_DSK2_DCC_BAB,PC_IND,TRA	25.59 
A,I_DSK2_DCC_BAB,PC_IND,TRB	28.37 
A,I_DSK2_DCC_BAB,PC_IND,TRC	26.36 
A,I_DSK2_DCC_BAB,PC_IND,XK	97.69 
A,I_DSK2_DCC_BAB,PC_IND_IU3,AL	59.14 
A,I_DSK2_DCC_BAB,PC_IND_IU3,AT	91.77 b
A,I_DSK2_DCC_BAB,PC_IND_IU3,AT1	91.43 
A,I_DSK2_DCC_BAB,PC_IND_IU3,AT2	91.74 
A,I_DSK2_DCC_BAB,PC_IND_IU3,AT3	92.23 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BA	62.09 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BE	77.86 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BE1	82.14 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BE2	78.60 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BE3	75.06 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BG	61.84 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BG3	59.52 
A,I_DSK2_DCC_BAB,PC_IND_IU3,BG4	63.93 
A,I_DSK2_DCC_BAB,PC_IND_IU3,CH	86.00 
A,I_DSK2_DCC_BAB,PC_IND_IU3,CY	73.77 
A,I_DSK2_DCC_BAB,PC_IND_IU3,CZ	78.11 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE	77.19 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE1	84.07 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE2	63.21 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE3	83.76 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE4	82.92 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE6	80.61 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE7	73.49 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE8	60.58 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DE9	85.37 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DEA	82.60 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DED	75.78 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DEE	56.57 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DEF	81.79 
A,I_DSK2_DCC_BAB,PC_IND_IU3,DK	86.95 
A,I_DSK2_DCC_BAB,PC_IND_IU3,EE	73.80 
A,I_DSK2_DCC_BAB,PC_IND_IU3,EL	66.48 
A,I_DSK2_DCC_BAB,PC_IND_IU3,EL3	57.40 
A,I_DSK2_DCC_BAB,PC_IND_IU3,EL4	78.70 
A,I_DSK2_DCC_BAB,PC_IND_IU3,EL5	78.20 
A,I_DSK2_DCC_BAB,PC_IND_IU3,EL6	61.96 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES	76.95 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES1	74.12 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES2	77.58 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES3	81.50 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES4	73.65 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES5	78.18 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES6	74.89 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ES7	75.34 
A,I_DSK2_DCC_BAB,PC_IND_IU3,FI	85.10 
A,I_DSK2_DCC_BAB,PC_IND_IU3,FR	80.73 
A,I_DSK2_DCC_BAB,PC_IND_IU3,FR1	84.36 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRB	77.75 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRC	76.40 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRD	79.55 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRE	76.44 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRF	79.43 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRG	81.25 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRH	80.65 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRI	80.56 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRJ	81.16 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRK	83.70 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRL	80.87 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRM	80.55 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,FRY	69.19 u
A,I_DSK2_DCC_BAB,PC_IND_IU3,HR	92.62 
A,I_DSK2_DCC_BAB,PC_IND_IU3,HU	67.14 
A,I_DSK2_DCC_BAB,PC_IND_IU3,HU1	78.16 
A,I_DSK2_DCC_BAB,PC_IND_IU3,HU2	62.09 
A,I_DSK2_DCC_BAB,PC_IND_IU3,HU3	61.50 
A,I_DSK2_DCC_BAB,PC_IND_IU3,IE	90.52 
A,I_DSK2_DCC_BAB,PC_IND_IU3,IT	69.34 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ITC	73.71 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ITF	62.35 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ITG	64.26 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ITH	72.66 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ITI	70.07 
A,I_DSK2_DCC_BAB,PC_IND_IU3,LT	70.63 
A,I_DSK2_DCC_BAB,PC_IND_IU3,LU	78.78 
A,I_DSK2_DCC_BAB,PC_IND_IU3,LV	67.17 
A,I_DSK2_DCC_BAB,PC_IND_IU3,ME	96.07 
A,I_DSK2_DCC_BAB,PC_IND_IU3,MK	36.78 
A,I_DSK2_DCC_BAB,PC_IND_IU3,MT	75.79 
A,I_DSK2_DCC_BAB,PC_IND_IU3,NL	88.22 
A,I_DSK2_DCC_BAB,PC_IND_IU3,NL1	85.74 
A,I_DSK2_DCC_BAB,PC_IND_IU3,NL2	88.87 
A,I_DSK2_DCC_BAB,PC_IND_IU3,NL3	89.46 
A,I_DSK2_DCC_BAB,PC_IND_IU3,NL4	85.85 
A,I_DSK2_DCC_BAB,PC_IND_IU3,NO	86.44 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL	69.23 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL2	70.43 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL4	70.39 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL5	73.57 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL6	64.66 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL7	67.86 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL8	61.86 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PL9	76.36 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PT	73.04 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PT1	73.51 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PT2	67.62 
A,I_DSK2_DCC_BAB,PC_IND_IU3,PT3	60.50 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RO	45.42 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RO1	42.30 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RO2	43.33 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RO3	52.90 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RO4	41.96 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RS	77.62 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RS1	80.13 
A,I_DSK2_DCC_BAB,PC_IND_IU3,RS2	74.82 
A,I_DSK2_DCC_BAB,PC_IND_IU3,SE	80.94 
A,I_DSK2_DCC_BAB,PC_IND_IU3,SE1	82.18 
A,I_DSK2_DCC_BAB,PC_IND_IU3,SE2	80.36 
A,I_DSK2_DCC_BAB,PC_IND_IU3,SE3	79.39 
A,I_DSK2_DCC_BAB,PC_IND_IU3,SI	69.31 
A,I_DSK2_DCC_BAB,PC_IND_IU3,SK	70.58 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR	43.51 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR1	52.46 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR2	35.03 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR3	42.23 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR4	56.51 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR5	54.66 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR6	34.38 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR7	31.29 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR8	40.44 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TR9	38.07 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TRA	30.39 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TRB	36.08 
A,I_DSK2_DCC_BAB,PC_IND_IU3,TRC	30.43 
A,I_DSK2_DCC_BAB,PC_IND_IU3,XK	99.21 
A,I_DSK2_IC_S,PC_IND,AL	14.64 
A,I_DSK2_IC_S,PC_IND,AT	0.83 
A,I_DSK2_IC_S,PC_IND,AT1	1.04 u
A,I_DSK2_IC_S,PC_IND,AT2	0.71 u
A,I_DSK2_IC_S,PC_IND,AT3	0.64 u
A,I_DSK2_IC_S,PC_IND,BA	9.00 
A,I_DSK2_IC_S,PC_IND,BE	1.35 
A,I_DSK2_IC_S,PC_IND,BE1	0.61 u
A,I_DSK2_IC_S,PC_IND,BE2	1.52 
A,I_DSK2_IC_S,PC_IND,BE3	1.29 
A,I_DSK2_IC_S,PC_IND,BG	6.55 
A,I_DSK2_IC_S,PC_IND,BG3	7.99 
A,I_DSK2_IC_S,PC_IND,BG4	5.24 
A,I_DSK2_IC_S,PC_IND,CH	0.65 u
A,I_DSK2_IC_S,PC_IND,CY	4.00 
A,I_DSK2_IC_S,PC_IND,CZ	0.89 
A,I_DSK2_IC_S,PC_IND,DE	1.40 
A,I_DSK2_IC_S,PC_IND,DE2	2.27 u
A,I_DSK2_IC_S,PC_IND,DE3	: u
A,I_DSK2_IC_S,PC_IND,DE4	: u
A,I_DSK2_IC_S,PC_IND,DE7	1.15 u
A,I_DSK2_IC_S,PC_IND,DE8	: u
A,I_DSK2_IC_S,PC_IND,DE9	: u
A,I_DSK2_IC_S,PC_IND,DEA	1.42 u
A,I_DSK2_IC_S,PC_IND,DED	0.63 u
A,I_DSK2_IC_S,PC_IND,DEE	: u
A,I_DSK2_IC_S,PC_IND,DK	0.20 u
A,I_DSK2_IC_S,PC_IND,EE	1.14 
A,I_DSK2_IC_S,PC_IND,EL	2.14 
A,I_DSK2_IC_S,PC_IND,EL3	2.54 
A,I_DSK2_IC_S,PC_IND,EL4	: u
A,I_DSK2_IC_S,PC_IND,EL5	1.19 u
A,I_DSK2_IC_S,PC_IND,EL6	3.01 u
A,I_DSK2_IC_S,PC_IND,ES	2.21 
A,I_DSK2_IC_S,PC_IND,ES1	2.56 
A,I_DSK2_IC_S,PC_IND,ES2	1.50 
A,I_DSK2_IC_S,PC_IND,ES3	1.73 u
A,I_DSK2_IC_S,PC_IND,ES4	3.75 
A,I_DSK2_IC_S,PC_IND,ES5	1.68 
A,I_DSK2_IC_S,PC_IND,ES6	2.50 
A,I_DSK2_IC_S,PC_IND,ES7	2.92 u
A,I_DSK2_IC_S,PC_IND,FI	: u
