freq,indic_is,unit,geo\TIME_PERIOD	2025 
A,I_DSK2_IL_B,PC_IND,RO2	19.50 
A,I_DSK2_IL_B,PC_IND,RO3	17.52 
A,I_DSK2_IL_B,PC_IND,RO4	22.43 
A,I_DSK2_IL_B,PC_IND,RS	8.26 
A,I_DSK2_IL_B,PC_IND,RS1	10.51 
A,I_DSK2_IL_B,PC_IND,RS2	5.85 
A,I_DSK2_IL_B,PC_IND,SE	6.48 
A,I_DSK2_IL_B,PC_IND,SE1	6.46 
A,I_DSK2_IL_B,PC_IND,SE2	6.17 
A,I_DSK2_IL_B,PC_IND,SE3	7.32 
A,I_DSK2_IL_B,PC_IND,SI	11.14 
A,I_DSK2_IL_B,PC_IND,SK	12.49 
A,I_DSK2_IL_B,PC_IND,TR	12.99 
A,I_DSK2_IL_B,PC_IND,TR1	10.33 
A,I_DSK2_IL_B,PC_IND,TR2	13.17 
A,I_DSK2_IL_B,PC_IND,TR3	13.28 
A,I_DSK2_IL_B,PC_IND,TR4	10.89 
A,I_DSK2_IL_B,PC_IND,TR5	12.17 
A,I_DSK2_IL_B,PC_IND,TR6	13.82 
A,I_DSK2_IL_B,PC_IND,TR7	13.53 
A,I_DSK2_IL_B,PC_IND,TR8	12.89 
A,I_DSK2_IL_B,PC_IND,TR9	13.09 
A,I_DSK2_IL_B,PC_IND,TRA	13.38 
A,I_DSK2_IL_B,PC_IND,TRB	15.71 
A,I_DSK2_IL_B,PC_IND,TRC	18.29 
A,I_DSK2_IL_B,PC_IND,XK	13.91 
A,I_DSK2_IL_B,PC_IND_IU3,AL	15.43 
A,I_DSK2_IL_B,PC_IND_IU3,AT	12.37 
A,I_DSK2_IL_B,PC_IND_IU3,AT1	11.43 
A,I_DSK2_IL_B,PC_IND_IU3,AT2	13.72 
A,I_DSK2_IL_B,PC_IND_IU3,AT3	12.80 
A,I_DSK2_IL_B,PC_IND_IU3,BA	17.92 
A,I_DSK2_IL_B,PC_IND_IU3,BE	12.93 
A,I_DSK2_IL_B,PC_IND_IU3,BE1	12.79 
A,I_DSK2_IL_B,PC_IND_IU3,BE2	11.85 
A,I_DSK2_IL_B,PC_IND_IU3,BE3	14.97 
A,I_DSK2_IL_B,PC_IND_IU3,BG	20.14 
A,I_DSK2_IL_B,PC_IND_IU3,BG3	19.23 
A,I_DSK2_IL_B,PC_IND_IU3,BG4	20.96 
A,I_DSK2_IL_B,PC_IND_IU3,CH	6.86 
A,I_DSK2_IL_B,PC_IND_IU3,CY	5.57 
A,I_DSK2_IL_B,PC_IND_IU3,CZ	6.28 
A,I_DSK2_IL_B,PC_IND_IU3,DE	11.33 
A,I_DSK2_IL_B,PC_IND_IU3,DE1	10.53 
A,I_DSK2_IL_B,PC_IND_IU3,DE2	12.69 
A,I_DSK2_IL_B,PC_IND_IU3,DE3	10.50 
A,I_DSK2_IL_B,PC_IND_IU3,DE4	9.66 
A,I_DSK2_IL_B,PC_IND_IU3,DE6	7.79 
A,I_DSK2_IL_B,PC_IND_IU3,DE7	10.11 
A,I_DSK2_IL_B,PC_IND_IU3,DE8	15.35 u
A,I_DSK2_IL_B,PC_IND_IU3,DE9	11.72 
A,I_DSK2_IL_B,PC_IND_IU3,DEA	10.57 
A,I_DSK2_IL_B,PC_IND_IU3,DED	12.42 
A,I_DSK2_IL_B,PC_IND_IU3,DEE	14.69 
A,I_DSK2_IL_B,PC_IND_IU3,DEF	11.05 
A,I_DSK2_IL_B,PC_IND_IU3,DK	4.65 
A,I_DSK2_IL_B,PC_IND_IU3,EE	8.72 
A,I_DSK2_IL_B,PC_IND_IU3,EL	13.80 
A,I_DSK2_IL_B,PC_IND_IU3,EL3	16.08 
A,I_DSK2_IL_B,PC_IND_IU3,EL4	13.55 
A,I_DSK2_IL_B,PC_IND_IU3,EL5	8.77 
A,I_DSK2_IL_B,PC_IND_IU3,EL6	16.27 
A,I_DSK2_IL_B,PC_IND_IU3,ES	10.89 
A,I_DSK2_IL_B,PC_IND_IU3,ES1	11.03 
A,I_DSK2_IL_B,PC_IND_IU3,ES2	12.46 
A,I_DSK2_IL_B,PC_IND_IU3,ES3	9.09 
A,I_DSK2_IL_B,PC_IND_IU3,ES4	12.28 
A,I_DSK2_IL_B,PC_IND_IU3,ES5	10.38 
A,I_DSK2_IL_B,PC_IND_IU3,ES6	10.91 
A,I_DSK2_IL_B,PC_IND_IU3,ES7	13.20 
A,I_DSK2_IL_B,PC_IND_IU3,FI	3.99 
A,I_DSK2_IL_B,PC_IND_IU3,FR	14.45 
A,I_DSK2_IL_B,PC_IND_IU3,FR1	12.16 u
A,I_DSK2_IL_B,PC_IND_IU3,FRB	21.35 u
A,I_DSK2_IL_B,PC_IND_IU3,FRC	14.85 u
A,I_DSK2_IL_B,PC_IND_IU3,FRD	16.58 u
A,I_DSK2_IL_B,PC_IND_IU3,FRE	16.12 u
A,I_DSK2_IL_B,PC_IND_IU3,FRF	15.01 u
A,I_DSK2_IL_B,PC_IND_IU3,FRG	13.68 u
A,I_DSK2_IL_B,PC_IND_IU3,FRH	13.87 u
A,I_DSK2_IL_B,PC_IND_IU3,FRI	14.64 u
A,I_DSK2_IL_B,PC_IND_IU3,FRJ	12.80 u
A,I_DSK2_IL_B,PC_IND_IU3,FRK	14.31 u
A,I_DSK2_IL_B,PC_IND_IU3,FRL	14.78 u
A,I_DSK2_IL_B,PC_IND_IU3,FRM	14.81 u
A,I_DSK2_IL_B,PC_IND_IU3,FRY	16.89 u
A,I_DSK2_IL_B,PC_IND_IU3,HR	5.70 
A,I_DSK2_IL_B,PC_IND_IU3,HU	8.69 
A,I_DSK2_IL_B,PC_IND_IU3,HU1	6.07 
A,I_DSK2_IL_B,PC_IND_IU3,HU2	9.93 
A,I_DSK2_IL_B,PC_IND_IU3,HU3	10.01 
A,I_DSK2_IL_B,PC_IND_IU3,IE	3.56 
A,I_DSK2_IL_B,PC_IND_IU3,IT	14.96 
A,I_DSK2_IL_B,PC_IND_IU3,ITC	14.66 
A,I_DSK2_IL_B,PC_IND_IU3,ITF	16.67 
A,I_DSK2_IL_B,PC_IND_IU3,ITG	15.29 
A,I_DSK2_IL_B,PC_IND_IU3,ITH	13.73 
A,I_DSK2_IL_B,PC_IND_IU3,ITI	14.63 
A,I_DSK2_IL_B,PC_IND_IU3,LT	13.52 
A,I_DSK2_IL_B,PC_IND_IU3,LU	17.29 
A,I_DSK2_IL_B,PC_IND_IU3,LV	17.53 
A,I_DSK2_IL_B,PC_IND_IU3,ME	15.43 
A,I_DSK2_IL_B,PC_IND_IU3,MK	18.82 
A,I_DSK2_IL_B,PC_IND_IU3,MT	9.00 
A,I_DSK2_IL_B,PC_IND_IU3,NL	5.18 
A,I_DSK2_IL_B,PC_IND_IU3,NL1	5.53 
A,I_DSK2_IL_B,PC_IND_IU3,NL2	6.07 
A,I_DSK2_IL_B,PC_IND_IU3,NL3	4.33 
A,I_DSK2_IL_B,PC_IND_IU3,NL4	6.08 
A,I_DSK2_IL_B,PC_IND_IU3,NO	2.67 
A,I_DSK2_IL_B,PC_IND_IU3,PL	14.81 
A,I_DSK2_IL_B,PC_IND_IU3,PL2	19.38 
A,I_DSK2_IL_B,PC_IND_IU3,PL4	15.68 
A,I_DSK2_IL_B,PC_IND_IU3,PL5	14.63 
A,I_DSK2_IL_B,PC_IND_IU3,PL6	16.22 
A,I_DSK2_IL_B,PC_IND_IU3,PL7	12.54 
A,I_DSK2_IL_B,PC_IND_IU3,PL8	13.71 
A,I_DSK2_IL_B,PC_IND_IU3,PL9	9.20 
A,I_DSK2_IL_B,PC_IND_IU3,PT	8.78 
A,I_DSK2_IL_B,PC_IND_IU3,PT1	8.53 
A,I_DSK2_IL_B,PC_IND_IU3,PT2	15.58 
A,I_DSK2_IL_B,PC_IND_IU3,PT3	12.05 
A,I_DSK2_IL_B,PC_IND_IU3,RO	21.75 
A,I_DSK2_IL_B,PC_IND_IU3,RO1	23.89 
A,I_DSK2_IL_B,PC_IND_IU3,RO2	21.15 
A,I_DSK2_IL_B,PC_IND_IU3,RO3	18.76 
A,I_DSK2_IL_B,PC_IND_IU3,RO4	24.11 
A,I_DSK2_IL_B,PC_IND_IU3,RS	9.17 
A,I_DSK2_IL_B,PC_IND_IU3,RS1	11.46 
A,I_DSK2_IL_B,PC_IND_IU3,RS2	6.63 
A,I_DSK2_IL_B,PC_IND_IU3,SE	6.60 
A,I_DSK2_IL_B,PC_IND_IU3,SE1	6.59 
A,I_DSK2_IL_B,PC_IND_IU3,SE2	6.26 
A,I_DSK2_IL_B,PC_IND_IU3,SE3	7.45 
A,I_DSK2_IL_B,PC_IND_IU3,SI	12.17 
A,I_DSK2_IL_B,PC_IND_IU3,SK	13.50 
A,I_DSK2_IL_B,PC_IND_IU3,TR	14.47 
A,I_DSK2_IL_B,PC_IND_IU3,TR1	10.74 
A,I_DSK2_IL_B,PC_IND_IU3,TR2	15.03 
A,I_DSK2_IL_B,PC_IND_IU3,TR3	14.97 
A,I_DSK2_IL_B,PC_IND_IU3,TR4	11.75 
A,I_DSK2_IL_B,PC_IND_IU3,TR5	13.47 
A,I_DSK2_IL_B,PC_IND_IU3,TR6	15.49 
A,I_DSK2_IL_B,PC_IND_IU3,TR7	15.29 
A,I_DSK2_IL_B,PC_IND_IU3,TR8	14.83 
A,I_DSK2_IL_B,PC_IND_IU3,TR9	15.43 
A,I_DSK2_IL_B,PC_IND_IU3,TRA	15.89 
A,I_DSK2_IL_B,PC_IND_IU3,TRB	19.98 
A,I_DSK2_IL_B,PC_IND_IU3,TRC	21.11 
A,I_DSK2_IL_B,PC_IND_IU3,XK	14.12 
A,I_DSK2_IL_BAB,PC_IND,AL	77.37 
A,I_DSK2_IL_BAB,PC_IND,AT	87.29 
A,I_DSK2_IL_BAB,PC_IND,AT1	89.29 
A,I_DSK2_IL_BAB,PC_IND,AT2	85.78 
A,I_DSK2_IL_BAB,PC_IND,AT3	85.65 
A,I_DSK2_IL_BAB,PC_IND,BA	81.63 
A,I_DSK2_IL_BAB,PC_IND,BE	89.20 
A,I_DSK2_IL_BAB,PC_IND,BE1	83.09 
A,I_DSK2_IL_BAB,PC_IND,BE2	91.45 
A,I_DSK2_IL_BAB,PC_IND,BE3	87.16 
A,I_DSK2_IL_BAB,PC_IND,BG	73.64 
A,I_DSK2_IL_BAB,PC_IND,BG3	74.27 
A,I_DSK2_IL_BAB,PC_IND,BG4	73.06 
A,I_DSK2_IL_BAB,PC_IND,CH	95.04 
A,I_DSK2_IL_BAB,PC_IND,CY	91.80 
A,I_DSK2_IL_BAB,PC_IND,CZ	92.77 
A,I_DSK2_IL_BAB,PC_IND,DE	87.86 
A,I_DSK2_IL_BAB,PC_IND,DE1	90.55 
A,I_DSK2_IL_BAB,PC_IND,DE2	86.96 
A,I_DSK2_IL_BAB,PC_IND,DE3	88.89 
A,I_DSK2_IL_BAB,PC_IND,DE4	81.22 
A,I_DSK2_IL_BAB,PC_IND,DE6	91.68 
A,I_DSK2_IL_BAB,PC_IND,DE7	87.93 
A,I_DSK2_IL_BAB,PC_IND,DE8	85.27 
A,I_DSK2_IL_BAB,PC_IND,DE9	90.91 
A,I_DSK2_IL_BAB,PC_IND,DEA	88.35 
A,I_DSK2_IL_BAB,PC_IND,DED	84.04 
A,I_DSK2_IL_BAB,PC_IND,DEE	80.95 
A,I_DSK2_IL_BAB,PC_IND,DEF	87.56 
A,I_DSK2_IL_BAB,PC_IND,DK	97.03 
A,I_DSK2_IL_BAB,PC_IND,EE	91.29 
A,I_DSK2_IL_BAB,PC_IND,EL	86.25 
A,I_DSK2_IL_BAB,PC_IND,EL3	92.18 
A,I_DSK2_IL_BAB,PC_IND,EL4	84.42 
A,I_DSK2_IL_BAB,PC_IND,EL5	85.26 
A,I_DSK2_IL_BAB,PC_IND,EL6	79.04 
A,I_DSK2_IL_BAB,PC_IND,ES	89.84 
A,I_DSK2_IL_BAB,PC_IND,ES1	87.30 
A,I_DSK2_IL_BAB,PC_IND,ES2	90.79 
A,I_DSK2_IL_BAB,PC_IND,ES3	92.12 
A,I_DSK2_IL_BAB,PC_IND,ES4	87.70 
A,I_DSK2_IL_BAB,PC_IND,ES5	92.00 
A,I_DSK2_IL_BAB,PC_IND,ES6	86.89 
A,I_DSK2_IL_BAB,PC_IND,ES7	90.04 
A,I_DSK2_IL_BAB,PC_IND,FI	96.97 
A,I_DSK2_IL_BAB,PC_IND,FR	85.26 
A,I_DSK2_IL_BAB,PC_IND,FR1	88.12 u
A,I_DSK2_IL_BAB,PC_IND,FRB	88.37 u
A,I_DSK2_IL_BAB,PC_IND,FRC	83.25 u
A,I_DSK2_IL_BAB,PC_IND,FRD	84.58 u
A,I_DSK2_IL_BAB,PC_IND,FRE	82.63 u
A,I_DSK2_IL_BAB,PC_IND,FRF	80.89 u
A,I_DSK2_IL_BAB,PC_IND,FRG	86.90 u
A,I_DSK2_IL_BAB,PC_IND,FRH	86.19 u
A,I_DSK2_IL_BAB,PC_IND,FRI	86.10 u
A,I_DSK2_IL_BAB,PC_IND,FRJ	84.18 u
A,I_DSK2_IL_BAB,PC_IND,FRK	87.26 u
A,I_DSK2_IL_BAB,PC_IND,FRL	86.10 u
A,I_DSK2_IL_BAB,PC_IND,FRM	85.97 u
A,I_DSK2_IL_BAB,PC_IND,FRY	71.69 u
A,I_DSK2_IL_BAB,PC_IND,HR	83.64 
A,I_DSK2_IL_BAB,PC_IND,HU	86.77 
A,I_DSK2_IL_BAB,PC_IND,HU1	90.21 
A,I_DSK2_IL_BAB,PC_IND,HU2	86.88 
A,I_DSK2_IL_BAB,PC_IND,HU3	83.77 
A,I_DSK2_IL_BAB,PC_IND,IE	96.62 
A,I_DSK2_IL_BAB,PC_IND,IT	79.06 
A,I_DSK2_IL_BAB,PC_IND,ITC	83.51 
A,I_DSK2_IL_BAB,PC_IND,ITF	69.99 
A,I_DSK2_IL_BAB,PC_IND,ITG	74.57 
A,I_DSK2_IL_BAB,PC_IND,ITH	83.80 
A,I_DSK2_IL_BAB,PC_IND,ITI	81.26 
A,I_DSK2_IL_BAB,PC_IND,LT	85.99 
A,I_DSK2_IL_BAB,PC_IND,LU	90.65 
A,I_DSK2_IL_BAB,PC_IND,LV	83.57 
A,I_DSK2_IL_BAB,PC_IND,ME	87.34 
A,I_DSK2_IL_BAB,PC_IND,MK	72.82 
A,I_DSK2_IL_BAB,PC_IND,MT	90.63 
A,I_DSK2_IL_BAB,PC_IND,NL	97.48 
A,I_DSK2_IL_BAB,PC_IND,NL1	97.87 
A,I_DSK2_IL_BAB,PC_IND,NL2	97.79 
A,I_DSK2_IL_BAB,PC_IND,NL3	97.60 
A,I_DSK2_IL_BAB,PC_IND,NL4	96.72 
A,I_DSK2_IL_BAB,PC_IND,NO	97.29 
A,I_DSK2_IL_BAB,PC_IND,PL	84.15 
A,I_DSK2_IL_BAB,PC_IND,PL2	84.26 
A,I_DSK2_IL_BAB,PC_IND,PL4	85.51 
A,I_DSK2_IL_BAB,PC_IND,PL5	85.08 
A,I_DSK2_IL_BAB,PC_IND,PL6	80.01 
A,I_DSK2_IL_BAB,PC_IND,PL7	81.54 
A,I_DSK2_IL_BAB,PC_IND,PL8	84.52 
A,I_DSK2_IL_BAB,PC_IND,PL9	87.22 
A,I_DSK2_IL_BAB,PC_IND,PT	84.15 
A,I_DSK2_IL_BAB,PC_IND,PT1	84.30 
A,I_DSK2_IL_BAB,PC_IND,PT2	81.38 
A,I_DSK2_IL_BAB,PC_IND,PT3	80.80 
A,I_DSK2_IL_BAB,PC_IND,RO	79.43 
A,I_DSK2_IL_BAB,PC_IND,RO1	76.47 
A,I_DSK2_IL_BAB,PC_IND,RO2	76.16 
A,I_DSK2_IL_BAB,PC_IND,RO3	85.65 
A,I_DSK2_IL_BAB,PC_IND,RO4	79.43 
A,I_DSK2_IL_BAB,PC_IND,RS	87.09 
A,I_DSK2_IL_BAB,PC_IND,RS1	89.05 
A,I_DSK2_IL_BAB,PC_IND,RS2	85.00 
A,I_DSK2_IL_BAB,PC_IND,SE	95.11 
A,I_DSK2_IL_BAB,PC_IND,SE1	94.25 
A,I_DSK2_IL_BAB,PC_IND,SE2	95.94 
A,I_DSK2_IL_BAB,PC_IND,SE3	95.12 
A,I_DSK2_IL_BAB,PC_IND,SI	88.42 
A,I_DSK2_IL_BAB,PC_IND,SK	84.78 
A,I_DSK2_IL_BAB,PC_IND,TR	76.48 
A,I_DSK2_IL_BAB,PC_IND,TR1	86.21 
A,I_DSK2_IL_BAB,PC_IND,TR2	73.87 
A,I_DSK2_IL_BAB,PC_IND,TR3	77.28 
A,I_DSK2_IL_BAB,PC_IND,TR4	81.78 
A,I_DSK2_IL_BAB,PC_IND,TR5	79.34 
A,I_DSK2_IL_BAB,PC_IND,TR6	74.88 
A,I_DSK2_IL_BAB,PC_IND,TR7	73.47 
A,I_DSK2_IL_BAB,PC_IND,TR8	72.80 
A,I_DSK2_IL_BAB,PC_IND,TR9	67.43 
A,I_DSK2_IL_BAB,PC_IND,TRA	64.23 
A,I_DSK2_IL_BAB,PC_IND,TRB	62.66 
A,I_DSK2_IL_BAB,PC_IND,TRC	66.22 
A,I_DSK2_IL_BAB,PC_IND,XK	85.71 
A,I_DSK2_IL_BAB,PC_IND_IU3,AL	88.75 
A,I_DSK2_IL_BAB,PC_IND_IU3,AT	91.59 
A,I_DSK2_IL_BAB,PC_IND_IU3,AT1	92.33 
A,I_DSK2_IL_BAB,PC_IND_IU3,AT2	91.63 
A,I_DSK2_IL_BAB,PC_IND_IU3,AT3	90.64 
A,I_DSK2_IL_BAB,PC_IND_IU3,BA	90.59 
A,I_DSK2_IL_BAB,PC_IND_IU3,BE	92.48 
A,I_DSK2_IL_BAB,PC_IND_IU3,BE1	87.90 
A,I_DSK2_IL_BAB,PC_IND_IU3,BE2	94.31 
A,I_DSK2_IL_BAB,PC_IND_IU3,BE3	90.62 
A,I_DSK2_IL_BAB,PC_IND_IU3,BG	84.79 
A,I_DSK2_IL_BAB,PC_IND_IU3,BG3	86.44 
A,I_DSK2_IL_BAB,PC_IND_IU3,BG4	83.31 
A,I_DSK2_IL_BAB,PC_IND_IU3,CH	96.08 
A,I_DSK2_IL_BAB,PC_IND_IU3,CY	97.88 
A,I_DSK2_IL_BAB,PC_IND_IU3,CZ	98.15 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE	92.89 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE1	94.38 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE2	91.81 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE3	95.53 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE4	89.85 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE6	95.05 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE7	92.05 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE8	91.11 
A,I_DSK2_IL_BAB,PC_IND_IU3,DE9	95.59 
A,I_DSK2_IL_BAB,PC_IND_IU3,DEA	93.30 
A,I_DSK2_IL_BAB,PC_IND_IU3,DED	88.42 
A,I_DSK2_IL_BAB,PC_IND_IU3,DEE	90.05 
A,I_DSK2_IL_BAB,PC_IND_IU3,DEF	92.45 
A,I_DSK2_IL_BAB,PC_IND_IU3,DK	97.31 
A,I_DSK2_IL_BAB,PC_IND_IU3,EE	96.24 
A,I_DSK2_IL_BAB,PC_IND_IU3,EL	96.74 
A,I_DSK2_IL_BAB,PC_IND_IU3,EL3	97.73 
A,I_DSK2_IL_BAB,PC_IND_IU3,EL4	98.02 
A,I_DSK2_IL_BAB,PC_IND_IU3,EL5	95.36 
A,I_DSK2_IL_BAB,PC_IND_IU3,EL6	96.15 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES	93.25 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES1	92.70 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES2	94.24 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES3	93.93 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES4	92.18 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES5	94.30 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES6	91.56 
A,I_DSK2_IL_BAB,PC_IND_IU3,ES7	93.43 
A,I_DSK2_IL_BAB,PC_IND_IU3,FI	98.87 
A,I_DSK2_IL_BAB,PC_IND_IU3,FR	89.77 
A,I_DSK2_IL_BAB,PC_IND_IU3,FR1	91.31 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRB	92.57 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRC	90.01 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRD	89.02 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRE	88.37 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRF	86.32 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRG	90.26 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRH	90.43 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRI	90.19 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRJ	88.76 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRK	91.66 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRL	89.88 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRM	93.00 u
A,I_DSK2_IL_BAB,PC_IND_IU3,FRY	80.80 u
A,I_DSK2_IL_BAB,PC_IND_IU3,HR	97.37 
A,I_DSK2_IL_BAB,PC_IND_IU3,HU	93.49 
A,I_DSK2_IL_BAB,PC_IND_IU3,HU1	94.75 
A,I_DSK2_IL_BAB,PC_IND_IU3,HU2	93.79 
A,I_DSK2_IL_BAB,PC_IND_IU3,HU3	92.14 
A,I_DSK2_IL_BAB,PC_IND_IU3,IE	96.84 
A,I_DSK2_IL_BAB,PC_IND_IU3,IT	87.53 
A,I_DSK2_IL_BAB,PC_IND_IU3,ITC	89.89 
A,I_DSK2_IL_BAB,PC_IND_IU3,ITF	82.63 
A,I_DSK2_IL_BAB,PC_IND_IU3,ITG	86.02 
A,I_DSK2_IL_BAB,PC_IND_IU3,ITH	90.59 
A,I_DSK2_IL_BAB,PC_IND_IU3,ITI	87.22 
A,I_DSK2_IL_BAB,PC_IND_IU3,LT	96.30 
A,I_DSK2_IL_BAB,PC_IND_IU3,LU	91.44 
A,I_DSK2_IL_BAB,PC_IND_IU3,LV	88.41 
A,I_DSK2_IL_BAB,PC_IND_IU3,ME	92.69 
A,I_DSK2_IL_BAB,PC_IND_IU3,MK	79.03 
A,I_DSK2_IL_BAB,PC_IND_IU3,MT	94.39 
A,I_DSK2_IL_BAB,PC_IND_IU3,NL	97.77 
A,I_DSK2_IL_BAB,PC_IND_IU3,NL1	98.00 
A,I_DSK2_IL_BAB,PC_IND_IU3,NL2	98.01 
A,I_DSK2_IL_BAB,PC_IND_IU3,NL3	97.82 
A,I_DSK2_IL_BAB,PC_IND_IU3,NL4	97.29 
A,I_DSK2_IL_BAB,PC_IND_IU3,NO	98.46 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL	93.86 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL2	93.51 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL4	93.79 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL5	90.96 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL6	89.81 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL7	96.03 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL8	96.54 
A,I_DSK2_IL_BAB,PC_IND_IU3,PL9	95.66 
A,I_DSK2_IL_BAB,PC_IND_IU3,PT	94.07 
A,I_DSK2_IL_BAB,PC_IND_IU3,PT1	94.21 
A,I_DSK2_IL_BAB,PC_IND_IU3,PT2	91.25 
A,I_DSK2_IL_BAB,PC_IND_IU3,PT3	91.48 
A,I_DSK2_IL_BAB,PC_IND_IU3,RO	85.27 
A,I_DSK2_IL_BAB,PC_IND_IU3,RO1	81.26 
A,I_DSK2_IL_BAB,PC_IND_IU3,RO2	82.61 
A,I_DSK2_IL_BAB,PC_IND_IU3,RO3	91.74 
A,I_DSK2_IL_BAB,PC_IND_IU3,RO4	85.38 
A,I_DSK2_IL_BAB,PC_IND_IU3,RS	96.72 
A,I_DSK2_IL_BAB,PC_IND_IU3,RS1	97.07 
A,I_DSK2_IL_BAB,PC_IND_IU3,RS2	96.34 
A,I_DSK2_IL_BAB,PC_IND_IU3,SE	96.80 
A,I_DSK2_IL_BAB,PC_IND_IU3,SE1	96.18 
A,I_DSK2_IL_BAB,PC_IND_IU3,SE2	97.39 
A,I_DSK2_IL_BAB,PC_IND_IU3,SE3	96.82 
A,I_DSK2_IL_BAB,PC_IND_IU3,SI	96.56 
A,I_DSK2_IL_BAB,PC_IND_IU3,SK	91.66 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR	85.20 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR1	89.65 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR2	84.30 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR3	87.15 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR4	88.24 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR5	87.84 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR6	83.90 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR7	82.99 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR8	83.77 
A,I_DSK2_IL_BAB,PC_IND_IU3,TR9	79.49 
A,I_DSK2_IL_BAB,PC_IND_IU3,TRA	76.28 
A,I_DSK2_IL_BAB,PC_IND_IU3,TRB	79.70 
A,I_DSK2_IL_BAB,PC_IND_IU3,TRC	76.44 
A,I_DSK2_IL_BAB,PC_IND_IU3,XK	87.04 
A,I_DSK2_LM,PC_IND,AL	16.79 
A,I_DSK2_LM,PC_IND,AT	3.36 
A,I_DSK2_LM,PC_IND,AT1	3.68 
A,I_DSK2_LM,PC_IND,AT2	3.13 
A,I_DSK2_LM,PC_IND,AT3	3.10 
A,I_DSK2_LM,PC_IND,BA	10.43 
A,I_DSK2_LM,PC_IND,BE	4.10 
A,I_DSK2_LM,PC_IND,BE1	4.95 
A,I_DSK2_LM,PC_IND,BE2	3.84 
A,I_DSK2_LM,PC_IND,BE3	4.28 
A,I_DSK2_LM,PC_IND,BG	9.84 
A,I_DSK2_LM,PC_IND,BG3	11.10 
A,I_DSK2_LM,PC_IND,BG4	8.68 
A,I_DSK2_LM,PC_IND,CH	1.58 
A,I_DSK2_LM,PC_IND,CY	4.95 
A,I_DSK2_LM,PC_IND,CZ	1.76 
A,I_DSK2_LM,PC_IND,DE	3.77 
A,I_DSK2_LM,PC_IND,DE2	5.55 
A,I_DSK2_LM,PC_IND,DE3	2.71 
A,I_DSK2_LM,PC_IND,DE4	2.62 
A,I_DSK2_LM,PC_IND,DE6	3.38 
A,I_DSK2_LM,PC_IND,DE7	3.54 
A,I_DSK2_LM,PC_IND,DE8	4.85 u
A,I_DSK2_LM,PC_IND,DE9	2.65 
A,I_DSK2_LM,PC_IND,DEA	3.37 
A,I_DSK2_LM,PC_IND,DED	4.10 
A,I_DSK2_LM,PC_IND,DEE	8.61 
A,I_DSK2_LM,PC_IND,DEF	4.52 
A,I_DSK2_LM,PC_IND,DK	1.01 
A,I_DSK2_LM,PC_IND,EE	3.40 
A,I_DSK2_LM,PC_IND,EL	3.81 
A,I_DSK2_LM,PC_IND,EL3	4.28 
A,I_DSK2_LM,PC_IND,EL4	2.71 
A,I_DSK2_LM,PC_IND,EL5	3.33 
A,I_DSK2_LM,PC_IND,EL6	4.15 
A,I_DSK2_LM,PC_IND,ES	4.02 
A,I_DSK2_LM,PC_IND,ES1	4.56 
